9181,1253898.36884803,1010275.62710850,723.94398854,CL1             
9182,1253899.61154069,1010263.99526776,723.68666946,EP1             
9183,1253894.10549391,1010262.09796433,723.61819779,FL1             
9184,1253894.10283861,1010262.08833038,723.61781729,FL3+            
9185,1253894.07724793,1010261.44276551,724.13880911,BC1             
9186,1253922.93369444,1010260.88588528,724.34190862,PMD/CHAMPAIGN             
9187,1253904.81114341,1010257.90623522,724.67417653,GUY             
9188,1253901.49202091,1010255.21985858,724.98871506,DTR8            
9189,1253895.31425094,1010243.12795100,725.88794823,SW1             
9190,1253895.06454331,1010248.05069415,725.75350116,SW2             
9191,1253887.57733316,1010250.96323432,724.89589168,GV              
9192,1253887.58158364,1010250.97228465,724.89561267,G1              
9193,1253890.24828122,1010260.58956712,723.70847905,FL1             
9194,1253890.65837722,1010260.09369590,724.27627559,BC1             
9195,1253889.35965748,1010257.47846858,724.64230318,BC1             
9196,1253888.80217753,1010257.43296021,724.22470758,FL1             
9197,1253888.88251451,1010247.73013138,725.43446913,FL1.            
9198,1253889.31075911,1010247.75029753,725.44719272,BC1.            
9199,1253889.31374898,1010247.75980065,725.44629620,SW2             
9200,1253889.46086341,1010242.91081088,725.64973143,SW1             
9201,1253879.25191974,1010242.49590518,725.26099606,SW1             
9202,1253879.31307380,1010247.36986299,725.12084136,SW2             
9203,1253879.30709461,1010247.36185941,725.12127963,BC1+            
9204,1253879.73687510,1010247.68966931,725.09726738,FL1+            
9205,1253880.06596929,1010255.20517863,724.34998244,FL1             
9206,1253879.50472830,1010255.19064041,724.51833383,BC1             
9207,1253878.33011692,1010258.98252827,724.28308413,BC1             
9208,1253878.92868184,1010259.45188842,723.83640728,FL1             
9209,1253874.83639093,1010261.28357338,723.59176951,FL3.            
9210,1253874.84562819,1010261.28740206,723.59188882,FL1             
9211,1253874.93714504,1010260.64314994,724.09322561,BC1             
9212,1253874.79046699,1010262.48728353,723.54595672,EP1             
9213,1253874.69837447,1010274.39944363,723.88305972,CL1             
9214,1253877.72069050,1010256.88991433,724.69504667,PP              
9215,1253875.90993047,1010256.97350511,724.95251277,PP              
9217,1253872.27498433,1010253.24448137,724.99897829,FB              
9218,1253855.06210845,1010252.99108795,725.63686354,MHSA/?            
9219,1253849.74770893,1010241.28561240,725.68475389,SW1             
9220,1253849.21485161,1010246.09702574,725.58294360,SW2             
9221,1253838.91887285,1010235.47268519,725.40542492,CB              
9222,1253839.94480496,1010235.60309824,725.20212283,RIM             
9223,1253830.52782531,1010256.40290289,724.21166999,TSGN/NOPARK            
9224,1253826.96285055,1010254.85249749,724.46946418,PP              
9225,1253819.34977308,1010246.45976300,725.65035154,GUY             
9226,1253754.31324883,1010237.31007309,725.39516950,SW1             
9227,1253753.09794426,1010242.07276774,725.29161911,SW2             
9228,1253672.24776753,1010233.73710585,724.87074906,SW1.            
9229,1253671.95080931,1010238.44743094,724.74720110,SW2.            
9230,1253668.36496846,1010228.08546236,725.60136631,CB              
9231,1253669.39374923,1010228.07335532,725.44335522,RIM             
9232,1253658.41631255,1010231.36018989,724.80097925,IP              
9233,1253842.42086832,1010259.12706920,723.94213971,BC1             
9234,1253842.42052291,1010259.80350366,723.37745945,FL1             
9235,1253822.78062795,1010258.40142490,723.96901488,BC1             
9236,1253822.69714623,1010259.06123644,723.39993491,FL1             
9237,1253786.81463511,1010256.98609628,723.92410718,BC1             
9238,1253786.63288020,1010257.59879367,723.43889259,FL1             
9239,1253843.48678271,1010261.18804870,723.45271455,EP1             
9240,1253840.45578623,1010260.89229086,723.49090469,INLET           
9241,1253842.36724296,1010273.52258261,723.80407738,CL1             
9242,1253786.06682436,1010270.93317350,723.62898696,CL1             
9243,1253786.73933090,1010258.87228782,723.40674391,EP1             
9244,1253771.69888802,1010249.94772935,724.99901333,DTR8            
9245,1253741.71470397,1010254.11851215,724.04899978,PMD             
9246,1253739.86907556,1010255.06070408,723.85216869,BC1             
9247,1253739.91517879,1010255.83875109,723.27512425,FL1             
9248,1253740.11853499,1010256.97463953,723.29986215,EP1             
9249,1253739.45720032,1010269.03741817,723.53893403,CL1             
9250,1253735.40466222,1010251.98953687,724.15559052,STLT            
9251,1253718.90333551,1010252.32153234,723.91324128,TSGN/NOPARK            
9252,1253740.31628147,1010247.67086216,724.70902600,GS              
9253,1253718.61886479,1010247.44012048,724.52739331,DTR4            
9254,1253698.73842129,1010246.50633513,724.47781526,GS              
9255,1253697.58259807,1010253.24996572,723.67891513,BC1             
9256,1253697.55535633,1010253.91487366,723.14585943,FL1             
9257,1253697.20726146,1010255.23211608,723.12353690,EP1             
9258,1253697.03463682,1010267.20753040,723.38672829,CL1             
9259,1253653.19361436,1010265.26914070,723.39646144,CL1             
9260,1253657.89954616,1010251.73284544,723.58559599,BC1             
9261,1253657.08216385,1010251.70971521,723.16131091,BC1             
9262,1253653.69516258,1010251.41766757,723.14645129,BC1             
9263,1253652.95742788,1010251.42303684,723.49627047,BC1             
9264,1253653.03301892,1010252.01748288,723.04534151,FL1             
9265,1253653.16587850,1010253.52106744,723.21500417,EP1             
9266,1253644.66393162,1010244.37866356,723.72195114,MHSA            
9267,1253643.61995411,1010249.37307242,723.12204453,INLET/DOUBLE           
9268,1253643.33147851,1010246.18538167,723.50552452,BC1             
9269,1253642.87854516,1010246.71734237,723.05171691,FL1             
9270,1253641.85567612,1010247.73096383,723.04848140,EP1             
9271,1253659.60001395,1010246.92318094,724.00660850,FH              
9272,1253640.02200857,1010236.96691291,723.44793123,BC1             
9273,1253640.10764368,1010236.29764856,723.10371020,BC1             
9274,1253639.95708310,1010232.82926924,723.08323204,BC1             
9275,1253639.89032333,1010232.09218391,723.57196918,BC1.            
9276,1253639.26680391,1010231.85533290,723.03738380,FL1.            
9277,1253638.06855959,1010231.70627189,723.12706631,EP1.            
9278,1253625.94275572,1010231.24820352,723.30513959,CL2+            
9279,1253613.94211024,1010231.54593215,722.99779145,EP1+            
9280,1253612.69510112,1010231.52679803,722.96213481,FL1+            
9281,1253608.78428228,1010230.35952542,723.73713336,STLT            
9282,1253611.97327120,1010231.73438126,723.51780116,BC1+            
9283,1253611.90007031,1010232.37042218,722.94702401,BC1             
9284,1253611.96291867,1010238.19484041,722.77566064,BC1             
9285,1253612.00461633,1010238.71825372,723.28727171,BC1             
9286,1253612.61827925,1010238.58955168,722.83863744,FL1             
9287,1253613.94875565,1010238.43944499,722.95231715,EP1             
9288,1253610.10237572,1010247.55148440,722.98918816,INLET           
9289,1253609.42893881,1010248.70176556,723.02088117,EP1             
9290,1253608.57958610,1010247.67305237,722.95027382,FL1             
9291,1253608.00293226,1010247.30926032,723.41194435,BC1             
9292,1253604.69702551,1010252.19538618,722.95729136,WV              
9293,1253602.37503972,1010256.70582620,723.26691337,WV              
9294,1253600.94903960,1010251.66433849,723.40802292,BC1             
9295,1253600.37279150,1010251.77091399,723.14701909,BC1             
9296,1253600.16709735,1010252.57365931,723.01317965,FL1             
9297,1253600.32220153,1010253.94575140,723.08517432,EP1             
9298,1253594.06142874,1010254.20950004,723.13512435,EP1.            
9299,1253593.98808165,1010252.99975438,723.01192291,FL1.            
9300,1253594.57369757,1010252.27903598,723.11623498,BC1             
9301,1253593.96368522,1010252.27959377,723.55555369,BC1.            
9302,1253592.71485050,1010231.08978898,723.58750674,IP              
9303,1253640.88665957,1010267.21668614,723.38460532,MHSS            
9304,1253638.41718620,1010264.84526255,723.41544181,CL1             
9305,1253626.24159618,1010252.21540450,723.30208292,CL2             
9306,1253626.28666403,1010264.35383587,723.40782411,CL2             
9307,1253626.30864660,1010264.33343702,723.40881207,CL1             
9308,1253614.15725140,1010265.09436393,723.35393462,CL1             
9309,1253592.58213090,1010266.23392827,723.32916441,CL1.            
9310,1253558.32706147,1010246.05421184,724.60267850,MHSA            
9311,1253523.94097344,1010285.41147781,724.32779943,MHSS            
9312,1253520.54908969,1010286.94781575,724.16907459,GS              
9313,1253509.71638334,1010301.47875212,725.10778877,CO              
9314,1253862.99361044,1010290.16375167,724.40438794,STLT            
9315,1253857.84451838,1010311.85231846,726.19852926,CTR12           
9316,1253841.62278567,1010306.93169701,726.25608535,GS              
9317,1253847.98787172,1010297.98207837,724.64445012,SW4             
9318,1253849.46537641,1010293.29221408,724.51372734,SW3             
9319,1253842.31300768,1010297.45231326,724.52771922,MHSS            
9320,1253842.27977200,1010284.90803828,723.33387255,MHSS            
9321,1253847.77005289,1010275.69502369,723.86691479,MHSS            
9322,1253841.27950363,1010285.26660390,723.31237512,EP2             
9323,1253841.32328713,1010286.38558862,723.36606557,FL2             
9324,1253841.33512734,1010287.14797756,723.92405944,BC2             
9325,1253827.99439450,1010286.58046896,723.89334662,BC2             
9326,1253828.00179880,1010285.87194131,723.38316786,FL3+            
9327,1253828.01178071,1010285.87134090,723.38313552,FL2             
9328,1253828.06052106,1010284.87733060,723.50746098,EP2             
9329,1253821.14590790,1010286.30925798,723.46534525,BC3+            
9330,1253821.91296696,1010287.45001041,723.57673658,FL2             
9331,1253822.31023741,1010287.93356337,724.00656593,BC2             
9332,1253818.26404765,1010291.92022579,724.19236660,BC2.            
9333,1253818.25405395,1010291.92058962,724.19459727,SW3             
9334,1253817.85342544,1010291.64084432,724.16557075,FL2.            
9335,1253818.35130338,1010296.89350347,724.21914247,SW4             
9336,1253817.14025594,1010296.83258514,724.22327168,CONC1+          
9337,1253826.88366277,1010305.54422407,725.71906623,GS              
9338,1253817.45981966,1010306.15659446,725.05056816,CONC1           
9339,1253805.39252330,1010305.91446832,724.90047283,CONC1           
9340,1253805.17339117,1010307.24160572,725.07035234,IP              
9341,1253805.30990777,1010296.31245326,724.23053254,CONC1.          
9342,1253805.32990474,1010296.31208638,724.22948621,SW4             
9343,1253804.94225413,1010291.35812622,724.19260139,SW3             
9344,1253804.95224548,1010291.35771421,724.19365460,BC2+            
9345,1253805.33928381,1010291.04015532,724.16105365,FL2+            
9346,1253802.77681064,1010285.65943797,723.48955220,BC3.            
9347,1253802.02510156,1010286.71851707,723.60221158,FL2             
9348,1253801.61288194,1010287.16535245,724.06463463,BC2             
9349,1253796.80735696,1010285.29017655,723.96025398,BC2             
9350,1253796.88288361,1010284.56050901,723.46197742,FL3.            
9351,1253796.89278570,1010284.55874485,723.46397329,FL2             
9352,1253797.00461212,1010283.54513779,723.50294720,EP2             
9353,1253792.23429304,1010283.36623055,723.51980046,EP2             
9354,1253792.23453360,1010284.36775540,723.47540315,FL3+            
9355,1253792.22456399,1010284.36853369,723.47543660,FL2             
9356,1253792.27313236,1010285.12399567,723.93678334,BC2             
9357,1253784.73892943,1010284.84650366,723.45942816,BC3+            
9358,1253785.52092252,1010285.89914901,723.52120362,FL2             
9359,1253785.77984839,1010286.42326082,723.88537660,BC2             
9360,1253792.09283907,1010290.96202621,724.35097438,SW3             
9361,1253792.07803012,1010295.87690472,724.63157707,SW4             
9362,1253791.94262118,1010295.63278177,724.60361246,MHSS            
9363,1253792.66734900,1010304.03615261,725.57477927,GS              
9364,1253794.46770095,1010310.71440144,726.71333711,GUY             
9365,1253799.35403735,1010301.01026194,724.87453013,PPT             
9366,1253784.55399457,1010305.84118296,725.43895607,WB              
9367,1253782.39798244,1010290.66982766,724.01954915,BC2.            
9368,1253782.40797018,1010290.66933258,724.01954193,SW3             
9369,1253781.98886182,1010290.30204997,723.98972745,FL2.            
9370,1253781.10811201,1010295.55136719,724.09264425,SW4             
9371,1253781.10811201,1010295.55136719,724.09264425,CONC1+          
9372,1253781.06987747,1010297.78129347,724.43024631,CONC1           
9373,1253780.89293374,1010303.87307624,724.50850599,CONC1           
9374,1253762.88445439,1010303.05417944,724.43780588,CONC1           
9375,1253756.52943318,1010302.29187354,725.48130957,GS              
9376,1253762.95043056,1010297.29554928,724.46926758,CONC1           
9377,1253762.98338261,1010294.90660778,724.09811460,CONC1.          
9378,1253762.99337725,1010294.90629961,724.09641548,SW4             
9379,1253762.32070950,1010289.80656237,723.98410264,SW3             
9380,1253762.33063883,1010289.80511696,723.98240114,BC2+            
9381,1253762.77639434,1010289.39597561,723.95478705,FL2+            
9382,1253760.11900112,1010284.05024262,723.42077562,BC3.            
9383,1253759.23710160,1010285.05671147,723.37414769,FL2             
9384,1253758.92820281,1010285.52128524,723.92904414,BC2             
9385,1253753.56229783,1010283.56913201,723.82883272,BC2             
9386,1253753.65394176,1010282.81808178,723.35906466,FL3.            
9387,1253753.67382700,1010282.81598114,723.35816171,FL2             
9388,1253753.73942288,1010281.66482984,723.36855240,EP2             
9389,1253739.79795986,1010281.05564077,723.30284823,EP2             
9390,1253739.78662979,1010282.36171821,723.26828145,FL2             
9391,1253739.59587233,1010283.04111418,723.78178056,BC2             
9392,1253739.26885523,1010289.06393986,724.59696487,SW3             
9393,1253738.95598005,1010294.04258824,724.66472501,SW4             
9394,1253738.51261590,1010301.63582955,725.69768194,GS              
9395,1253721.45714779,1010301.08901640,725.52058443,GS              
9396,1253726.35978309,1010280.55087846,723.26756280,EP2             
9397,1253726.24662732,1010281.85473121,723.17151548,FL3+            
9398,1253726.23680027,1010281.85672514,723.17091132,FL2             
9399,1253726.25647309,1010282.52400453,723.69303086,BC2             
9400,1253721.00626606,1010281.83342064,723.26360402,BC3+            
9401,1253721.68038998,1010283.01704753,723.36785654,FL2             
9402,1253721.98595200,1010283.58252239,723.77174681,BC2             
9403,1253717.67680049,1010288.13820272,723.99166944,BC2.            
9404,1253717.70661173,1010288.13477004,723.99289180,SW3             
9405,1253717.22125433,1010287.89002813,723.97337506,FL2.            
9406,1253716.19187386,1010293.05679056,724.07050650,SW4             
9407,1253716.20185834,1010293.05622584,724.07112105,CONC1+          
9408,1253715.81476455,1010300.88775895,724.44458830,CONC1           
9409,1253697.81551430,1010299.95240042,724.45758603,CONC1           
9410,1253695.90192992,1010300.15993292,725.13796290,GS              
9411,1253698.07605360,1010292.30233847,724.09430930,CONC1.          
9412,1253698.06608028,1010292.30306406,724.09484929,SW4             
9413,1253697.09880764,1010287.34371949,724.02124025,SW3             
9414,1253697.11866696,1010287.34135738,724.02068320,BC2+            
9415,1253697.53127505,1010287.08690267,723.99343049,FL2+            
9416,1253694.24652452,1010280.80711934,723.23583155,BC3.            
9417,1253693.54209852,1010281.97481462,723.36224707,FL2             
9418,1253693.23923395,1010282.50295870,723.73907640,BC2             
9419,1253688.81578984,1010280.86623527,723.55888927,BC2             
9420,1253688.95388158,1010280.13388302,723.14877983,FL3.            
9421,1253688.91465155,1010280.14173380,723.14817763,FL2             
9422,1253689.18951133,1010278.94566680,723.17517917,EP2             
9423,1253681.13221138,1010286.73513585,724.08943028,SW3             
9424,1253681.88103618,1010291.67949179,724.16000000,SW4             
9425,1253681.71839091,1010301.63136324,725.42280940,GS              
9426,1253666.56107976,1010290.69999588,724.14392610,MHSS            
9427,1253658.34533034,1010294.59732185,724.09347315,SW3.            
9428,1253658.47626159,1010300.45885121,724.13478979,SW4.            
9429,1253659.63436741,1010300.64473231,723.73993759,IP              
9430,1253666.07772809,1010278.06242833,723.09712534,EP2             
9431,1253666.08296091,1010278.11890624,723.06310322,CONC1+          
9432,1253666.28329892,1010275.58363927,723.19357254,CONC1           
9433,1253657.30374922,1010279.14522865,723.07492987,FL2             
9434,1253657.81960172,1010279.69660614,723.48914571,BC2             
9435,1253658.26767868,1010294.62927290,724.12115159,BC2.            
9436,1253657.85388160,1010294.47781109,724.12645521,FL2.            
9437,1253653.45229141,1010294.30838873,724.09488178,FL2+            
9438,1253653.02423812,1010294.46014765,724.06723811,BC2+            
9439,1253657.25201500,1010279.70135834,723.05083616,BC3+            
9440,1253653.60386316,1010279.67559518,723.06018603,BC3.            
9441,1253653.05118464,1010279.63432314,723.50041191,BC2             
9442,1253653.55531371,1010278.99982059,723.06328483,FL2             
9443,1253653.40839348,1010277.55981880,723.12379473,EP2             
9444,1253653.34895164,1010275.24268948,723.24059393,CONC1           
9445,1253638.96605920,1010275.17930221,723.31014963,CONC1           
9446,1253642.09437078,1010284.24292258,723.00209814,EP2             
9447,1253643.29216432,1010284.97618052,722.90492236,FL2             
9448,1253643.79244786,1010285.25201002,723.45642292,BC2             
9449,1253641.52447006,1010285.14897699,722.99304037,INLET           
9450,1253638.64508650,1010294.80488650,722.99435105,EP2             
9451,1253639.83021225,1010295.18437285,722.96213094,FL2             
9452,1253640.55371193,1010295.27440004,723.01457666,BC3+            
9453,1253640.55329443,1010294.60280850,723.47019134,BC2             
9454,1253652.87508238,1010294.47642056,724.05800824,BC2.            
9455,1253652.76023805,1010295.00854138,724.06642391,FL2.            
9456,1253652.69573772,1010299.99176265,724.14374187,FL2+            
9457,1253653.43624069,1010300.46295671,724.15304263,BC2+            
9458,1253640.65152869,1010300.43575561,723.45488956,BC2.            
9459,1253640.58095219,1010299.85459024,722.96430061,BC3.            
9460,1253639.91926605,1010299.78368903,722.92871718,FL2.            
9461,1253638.69118951,1010299.80270051,723.02040886,EP2.            
9462,1253642.51594749,1010301.63375565,723.49862076,TSGN            
9463,1253626.50120335,1010275.09311173,723.40648075,CL2             
9464,1253626.48449593,1010275.10410721,723.40658728,CONC1           
9465,1253626.70179120,1010302.37018890,723.33601289,CL2.            
9466,1253607.93240403,1010274.83658532,723.23678699,CONC1           
9467,1253603.07904009,1010277.63995110,723.14966727,CONC1           
9468,1253603.10611086,1010276.10237790,723.18447505,CONC1           
9469,1253592.30823492,1010276.53657101,723.19080161,CONC1           
9470,1253592.30735669,1010277.55319489,723.17965216,CONC1.          
9471,1253592.26305087,1010293.72531423,723.80241830,EBOX            
9472,1253593.82525952,1010283.56188997,723.62471204,EBOX            
9473,1253587.62111090,1010285.65792878,724.02761082,OSTLT           
9474,1253603.38938372,1010292.23764736,723.95098976,WV              
9475,1253603.15241634,1010288.38921502,723.94181895,WV              
9476,1253609.83197011,1010282.41694395,723.07554065,MHSS            
9477,1253616.36669715,1010283.66678157,723.12050712,MHSS            
9478,1253611.41460673,1010285.71634013,723.05054796,INLET           
9479,1253601.12305814,1010302.15304992,724.04219624,BC2+            
9480,1253601.30502649,1010301.56188647,724.06181043,FL2+            
9481,1253612.13265983,1010301.59946783,723.22342872,BC3+            
9482,1253612.16387241,1010302.05811920,723.54622442,BC2.            
9483,1253613.02209587,1010301.58736995,723.14397165,FL2.            
9484,1253614.67758419,1010301.69284698,723.07923906,EP2+            
9485,1253601.55181822,1010295.16162202,723.97767136,BC2+            
9486,1253601.67276265,1010295.70062228,723.96669880,FL2+            
9487,1253612.22301598,1010295.82516514,723.14893117,BC3.            
9488,1253613.11827255,1010295.72634172,723.08973398,FL2             
9489,1253612.25239679,1010295.08549995,723.61287728,BC2             
9490,1253614.57129853,1010295.16792048,723.09414862,EP2             
9491,1253613.63786426,1010290.29418091,723.04782176,EP2             
9492,1253612.02916772,1010286.46094085,723.07159670,EP2.            
9493,1253610.97434749,1010287.30672951,722.95620443,FL2             
9494,1253610.30699673,1010287.59625203,723.42390057,BC2             
9495,1253601.25995395,1010280.45484958,723.46203853,BC2             
9496,1253600.65917098,1010279.65572012,723.07333798,FL2             
9497,1253600.66289909,1010280.35042011,723.08428879,BC3+            
9498,1253601.59266027,1010295.18468833,723.96846644,BC2.            
9499,1253600.96699486,1010295.01722462,724.00781944,FL2.            
9500,1253594.78508804,1010301.61681027,724.14646711,SW              
9501,1253594.67374326,1010294.65827841,724.05588523,BC2+            
9502,1253595.18642400,1010294.64729147,724.03078881,FL2+            
9503,1253594.98514958,1010280.36184253,723.13055308,BC3.            
9504,1253594.99795965,1010279.73196707,723.14335177,FL2             
9505,1253592.46630264,1010279.64399205,723.16220923,FL2.            
9506,1253594.28053790,1010280.32752597,723.56444878,BC2             
9507,1253592.49962899,1010280.30056003,723.54569164,BC2.            
9508,1253592.54542235,1010280.07486350,723.55171994,E1+             
9509,1253593.45560732,1010283.63367745,723.54673844,E1              
9510,1253592.17792781,1010293.74362365,723.80292799,E1              
9511,1253596.00854284,1010311.94403136,724.21118196,E1.             
9512,1253605.18801625,1010316.50169926,723.61193785,W2+             
9513,1253610.64463950,1010308.21095095,723.27021004,FO1+            
9514,1253602.87675278,1010292.32654344,723.75254920,W3+             
9515,1253602.45323526,1010288.34600109,723.71773162,W4+             
9516,1253592.07137255,1010288.44817039,723.71169250,W4.             
9517,1253591.72039400,1010292.37904915,723.77417727,W3.             
9518,1253602.19102610,1010252.56500513,723.02792930,W2.             
9519,1253607.72880238,1010220.43742110,724.32819445,FO1.            
9520,1253646.75035904,1010233.78024126,723.94477392,T1+             
9521,1253650.15615268,1010300.43952563,724.03025232,T1.             
9522,1253647.76548649,1010300.45620661,723.86056230,G2+             
9523,1253656.00631565,1010300.43339186,724.15704167,FO1+            
9524,1253655.80584081,1010243.08377381,724.16729897,FO1.            
9525,1253646.71541694,1010232.42332239,724.21647740,G2.             
9526,1253786.39368694,1010258.20187241,723.43538693,W2+             
9527,1253789.19084440,1010258.18382850,723.27286744,W3+             
9528,1253788.22254609,1010300.34324597,724.92843282,W3.             
9529,1253784.49332730,1010299.95790114,724.81498601,W2.             
9530,1253849.77167134,1010304.29059884,725.30318218,G2+             
9531,1253865.55512759,1010305.13421765,724.81994811,W2+             
9532,1253849.51591323,1010248.75913206,725.57103326,G2.             
9533,1253849.56496516,1010248.74945784,725.57159660,G1              
9534,1253866.45425002,1010258.86718771,724.24074054,W2.             
9535,1253866.46414882,1010258.86571387,724.23943603,W1              
9536,1253752.91033893,1010245.14306294,725.01726461,G1              
9537,1253760.29795212,1010254.37614989,724.19863285,W1              
9538,1253707.62013936,1010242.95905696,724.52952838,G1              
9539,1253707.33094667,1010245.22792938,724.43180390,G1              
9540,1253659.32220743,1010249.98794514,723.82735088,W1              
9541,1253646.83569468,1010242.78695918,723.40775088,G1.             
9542,1253646.58697786,1010240.76093083,723.67730716,G1+             
9543,1253594.02694702,1010240.23242989,723.93501908,G1.             
9544,1253593.92147377,1010251.93154958,723.52824602,W1.             
                                     
                                                
                                                
